user_id,current_balance,timestamp
USER_0016,386,2026-06-18 15:17:32.378037
USER_0017,80,2026-04-25 15:17:32.378050
USER_0018,129,2026-06-18 15:17:32.378063
USER_0019,484,2026-03-25 15:17:32.378076
USER_0019,402,2026-06-19 15:17:32.378086
USER_0019,52,2026-06-18 15:17:32.378095
USER_0019,217,2026-05-07 15:17:32.378104
USER_0019,197,2026-05-19 15:17:32.378112
USER_0019,246,2026-05-19 15:17:32.378121
USER_0020,202,2026-04-26 15:17:32.378134
USER_0020,122,2026-04-25 15:17:32.378143
USER_0020,254,2026-06-03 15:17:32.378152
USER_0020,279,2026-05-13 15:17:32.378161
USER_0021,469,2026-04-11 15:17:32.378174
USER_0021,239,2026-06-09 15:17:32.378183
USER_0021,96,2026-06-04 15:17:32.378192
USER_0021,123,2026-04-08 15:17:32.378202
USER_0021,325,2026-04-22 15:17:32.378211
USER_0022,251,2026-05-31 15:17:32.378224
USER_0022,419,2026-04-22 15:17:32.378233
USER_0022,345,2026-06-01 15:17:32.378242
USER_0023,147,2026-06-01 15:17:32.378255
USER_0023,307,2026-04-10 15:17:32.378264
USER_0023,423,2026-05-18 15:17:32.378273
USER_0024,359,2026-03-30 15:17:32.378287
USER_0024,266,2026-06-19 15:17:32.378296
USER_0024,472,2026-04-24 15:17:32.378305
USER_0024,150,2026-05-01 15:17:32.378317
USER_0024,477,2026-05-20 15:17:32.378326
USER_0024,98,2026-05-09 15:17:32.378337
USER_0024,251,2026-06-13 15:17:32.378349
USER_0025,368,2026-04-21 15:17:32.378362
USER_0025,384,2026-06-18 15:17:32.378371
USER_0025,253,2026-05-03 15:17:32.378380
USER_0025,452,2026-06-08 15:17:32.378389
USER_0025,159,2026-05-14 15:17:32.378398
USER_0025,232,2026-06-11 15:17:32.378409
USER_0025,303,2026-06-01 15:17:32.378418
USER_0025,130,2026-04-01 15:17:32.378427
USER_0025,151,2026-05-31 15:17:32.378439
USER_0025,119,2026-04-27 15:17:32.378449
USER_0026,115,2026-05-27 15:17:32.378462
USER_0027,419,2026-04-09 15:17:32.378475
USER_0028,253,2026-03-28 15:17:32.378488
USER_0028,98,2026-03-23 15:17:32.378499
USER_0028,348,2026-05-26 15:17:32.378508
USER_0028,383,2026-06-02 15:17:32.378517
USER_0028,193,2026-03-30 15:17:32.378526
USER_0028,162,2026-04-27 15:17:32.378535
USER_0029,67,2026-05-18 15:17:32.378548
USER_0029,397,2026-05-18 15:17:32.378557
USER_0029,303,2026-05-30 15:17:32.378566
USER_0029,383,2026-05-31 15:17:32.378575
USER_0029,134,2026-06-12 15:17:32.378584
USER_0029,400,2026-04-14 15:17:32.378593
USER_0029,175,2026-05-18 15:17:32.378602
USER_0029,442,2026-04-05 15:17:32.378611
USER_0029,374,2026-03-26 15:17:32.378620
USER_0030,37,2026-05-21 15:17:32.378633
USER_0030,437,2026-04-30 15:17:32.378642
USER_0030,282,2026-06-12 15:17:32.378651
USER_0030,225,2026-05-24 15:17:32.378660
USER_0030,285,2026-05-30 15:17:32.378673
USER_0030,366,2026-05-23 15:17:32.378682
USER_0031,316,2026-04-12 15:17:32.378695
USER_0032,34,2026-06-16 15:17:32.378708
USER_0032,48,2026-04-17 15:17:32.378717
USER_0032,171,2026-06-03 15:17:32.378726
USER_0033,98,2026-06-14 15:17:32.378740
USER_0033,279,2026-05-14 15:17:32.378749
USER_0033,180,2026-05-05 15:17:32.378758
USER_0033,480,2026-04-21 15:17:32.378767
USER_0033,252,2026-04-18 15:17:32.378776
USER_0034,470,2026-05-19 15:17:32.378789
USER_0034,255,2026-05-18 15:17:32.378810
USER_0034,127,2026-04-14 15:17:32.378835
USER_0034,280,2026-06-02 15:17:32.378851
USER_0034,57,2026-04-27 15:17:32.378861
USER_0035,279,2026-05-05 15:17:32.378881
USER_0035,430,2026-05-19 15:17:32.378890
USER_0035,150,2026-03-26 15:17:32.378899
USER_0036,489,2026-05-24 15:17:32.378915
USER_0036,473,2026-06-18 15:17:32.378927
USER_0037,392,2026-05-18 15:17:32.378946
USER_0038,38,2026-05-03 15:17:32.378961
USER_0038,246,2026-05-09 15:17:32.378970
USER_0038,354,2026-05-25 15:17:32.378979
USER_0038,408,2026-05-01 15:17:32.378994
USER_0038,12,2026-05-27 15:17:32.379004
USER_0038,390,2026-04-21 15:17:32.379019
USER_0039,172,2026-05-15 15:17:32.379038
USER_0039,320,2026-05-31 15:17:32.379056
USER_0039,493,2026-06-12 15:17:32.379066
USER_0039,141,2026-06-04 15:17:32.379081
USER_0039,370,2026-04-05 15:17:32.379092
USER_0039,142,2026-03-25 15:17:32.379110
USER_0039,287,2026-04-15 15:17:32.379133
USER_0039,446,2026-03-25 15:17:32.379155
USER_0039,50,2026-03-26 15:17:32.379165
USER_0040,62,2026-04-23 15:17:32.379183
USER_0040,124,2026-04-19 15:17:32.379198
USER_0040,313,2026-05-29 15:17:32.379211
USER_0040,341,2026-04-23 15:17:32.379230
USER_0040,179,2026-05-02 15:17:32.379241
USER_0040,325,2026-05-09 15:17:32.379256
USER_0040,53,2026-06-05 15:17:32.379266
USER_0040,100,2026-04-21 15:17:32.379279
USER_0040,52,2026-06-12 15:17:32.379297
USER_0041,261,2026-04-13 15:17:32.379310
USER_0041,354,2026-05-04 15:17:32.379328
USER_0041,423,2026-04-26 15:17:32.379346
USER_0041,143,2026-04-29 15:17:32.379364
USER_0041,369,2026-06-07 15:17:32.379378
USER_0042,146,2026-05-21 15:17:32.379399
USER_0042,119,2026-06-03 15:17:32.379408
USER_0042,274,2026-04-18 15:17:32.379417
USER_0042,438,2026-04-23 15:17:32.379435
USER_0042,228,2026-03-22 15:17:32.379449
USER_0042,116,2026-03-22 15:17:32.379469
USER_0042,278,2026-04-19 15:17:32.379485
USER_0042,395,2026-06-11 15:17:32.379501
USER_0042,57,2026-06-19 15:17:32.379517
USER_0042,238,2026-06-19 15:17:32.379526
USER_0043,88,2026-05-03 15:17:32.379552
USER_0043,271,2026-06-19 15:17:32.379572
USER_0044,446,2026-04-17 15:17:32.379591
USER_0044,277,2026-04-12 15:17:32.379606
USER_0044,75,2026-04-14 15:17:32.379621
USER_0044,143,2026-05-25 15:17:32.379637
USER_0044,484,2026-04-30 15:17:32.379646
USER_0044,184,2026-03-26 15:17:32.379655
USER_0044,461,2026-05-22 15:17:32.379664
USER_0045,496,2026-05-04 15:17:32.379693
USER_0045,499,2026-04-19 15:17:32.379710
USER_0045,203,2026-04-12 15:17:32.379719
USER_0045,217,2026-06-04 15:17:32.379728
USER_0045,431,2026-03-22 15:17:32.379743
USER_0046,99,2026-05-12 15:17:32.379766
USER_0046,253,2026-05-18 15:17:32.379781
USER_0046,249,2026-05-28 15:17:32.379791
USER_0046,245,2026-06-10 15:17:32.379805
USER_0046,99,2026-04-12 15:17:32.379819
USER_0047,222,2026-04-29 15:17:32.379838
USER_0047,249,2026-06-10 15:17:32.379852
USER_0048,95,2026-04-23 15:17:32.379865
USER_0048,324,2026-06-19 15:17:32.379874
USER_0048,15,2026-06-16 15:17:32.379887
USER_0049,246,2026-04-01 15:17:32.379900
USER_0049,496,2026-06-18 15:17:32.379916
USER_0049,474,2026-05-19 15:17:32.379926
USER_0049,151,2026-03-28 15:17:32.379941
USER_0049,177,2026-06-08 15:17:32.379955
USER_0049,379,2026-05-16 15:17:32.379964
USER_0049,416,2026-05-18 15:17:32.379973
USER_0049,178,2026-04-20 15:17:32.379985
USER_0050,322,2026-06-08 15:17:32.380006
USER_0050,416,2026-04-16 15:17:32.380022
USER_0050,329,2026-05-11 15:17:32.380032
USER_0050,43,2026-05-08 15:17:32.380046
USER_0050,396,2026-05-22 15:17:32.380056
USER_0051,214,2026-05-16 15:17:32.380069
USER_0051,89,2026-03-31 15:17:32.380078
USER_0052,457,2026-05-25 15:17:32.380092
USER_0052,417,2026-03-22 15:17:32.380111
USER_0052,195,2026-06-13 15:17:32.380135
USER_0052,113,2026-04-23 15:17:32.380146
USER_0052,412,2026-04-06 15:17:32.380157
USER_0052,216,2026-05-15 15:17:32.380169
USER_0052,248,2026-05-30 15:17:32.380181
USER_0052,393,2026-05-15 15:17:32.380194
USER_0053,407,2026-04-08 15:17:32.380207
USER_0053,226,2026-04-17 15:17:32.380226
USER_0053,98,2026-05-02 15:17:32.380246
USER_0053,465,2026-05-15 15:17:32.380259
USER_0053,150,2026-05-27 15:17:32.380269
USER_0054,368,2026-06-08 15:17:32.380282
USER_0054,12,2026-04-26 15:17:32.380292
USER_0054,216,2026-05-28 15:17:32.380300
USER_0054,272,2026-05-21 15:17:32.380309
USER_0054,83,2026-04-19 15:17:32.380318
USER_0055,396,2026-03-26 15:17:32.380331
USER_0055,18,2026-04-22 15:17:32.380345
USER_0055,99,2026-05-02 15:17:32.380357
USER_0055,444,2026-06-08 15:17:32.380366
USER_0055,75,2026-06-01 15:17:32.380375
USER_0055,454,2026-06-11 15:17:32.380384
USER_0055,205,2026-05-23 15:17:32.380393
USER_0055,338,2026-04-29 15:17:32.380402
USER_0055,372,2026-06-04 15:17:32.380413
USER_0056,24,2026-06-08 15:17:32.380436
USER_0056,378,2026-04-29 15:17:32.380448
USER_0056,483,2026-03-27 15:17:32.380457
USER_0056,150,2026-04-28 15:17:32.380466
USER_0056,56,2026-06-04 15:17:32.380475
USER_0057,41,2026-04-28 15:17:32.380498
USER_0057,422,2026-04-23 15:17:32.380510
USER_0057,222,2026-06-06 15:17:32.380524
USER_0057,162,2026-06-15 15:17:32.380532
USER_0057,220,2026-03-25 15:17:32.380541
USER_0057,145,2026-04-06 15:17:32.380550
USER_0057,8,2026-04-05 15:17:32.380559
USER_0058,491,2026-04-23 15:17:32.380573
USER_0058,252,2026-06-03 15:17:32.380582
USER_0058,173,2026-06-13 15:17:32.380591
USER_0058,167,2026-06-07 15:17:32.380604
USER_0058,392,2026-05-09 15:17:32.380613
USER_0058,282,2026-05-01 15:17:32.380622
USER_0058,4,2026-04-15 15:17:32.380635
USER_0058,164,2026-05-22 15:17:32.380644
USER_0058,338,2026-05-13 15:17:32.380653
USER_0058,495,2026-06-12 15:17:32.380662
USER_0059,499,2026-03-26 15:17:32.380675
USER_0060,216,2026-04-10 15:17:32.380690
USER_0061,69,2026-05-15 15:17:32.380706
USER_0061,274,2026-05-20 15:17:32.380715
USER_0061,363,2026-04-20 15:17:32.380724
USER_0061,166,2026-04-27 15:17:32.380733
USER_0062,18,2026-03-22 15:17:32.380746
USER_0062,125,2026-05-12 15:17:32.380755
USER_0062,172,2026-04-14 15:17:32.380767
USER_0062,241,2026-06-07 15:17:32.380775
USER_0062,147,2026-04-23 15:17:32.380784
USER_0062,316,2026-04-09 15:17:32.380794
USER_0062,0,2026-05-12 15:17:32.380803
USER_0062,460,2026-06-17 15:17:32.380812
USER_0062,190,2026-04-19 15:17:32.380821
USER_0062,311,2026-05-26 15:17:32.380830
USER_0063,116,2026-05-13 15:17:32.380843
USER_0064,43,2026-04-23 15:17:32.380856
USER_0064,159,2026-05-06 15:17:32.380865
USER_0064,316,2026-05-06 15:17:32.380874
USER_0064,148,2026-05-04 15:17:32.380883
USER_0064,373,2026-04-01 15:17:32.380892
USER_0064,202,2026-03-27 15:17:32.380901
USER_0065,226,2026-05-15 15:17:32.380913
USER_0065,19,2026-06-01 15:17:32.380922
USER_0065,401,2026-04-24 15:17:32.380931
USER_0065,232,2026-05-04 15:17:32.380940
USER_0065,13,2026-05-02 15:17:32.380949
USER_0066,373,2026-04-27 15:17:32.380962
USER_0067,470,2026-06-04 15:17:32.380975
USER_0067,458,2026-04-24 15:17:32.380984
USER_0067,329,2026-06-08 15:17:32.380993
USER_0068,407,2026-04-05 15:17:32.381006
USER_0068,372,2026-05-23 15:17:32.381015
USER_0068,121,2026-06-12 15:17:32.381025
USER_0068,89,2026-05-15 15:17:32.381033
USER_0068,185,2026-06-12 15:17:32.381042
USER_0068,177,2026-04-21 15:17:32.381053
USER_0068,219,2026-05-23 15:17:32.381062
USER_0068,227,2026-05-10 15:17:32.381071
USER_0069,144,2026-04-18 15:17:32.381083
USER_0069,416,2026-04-08 15:17:32.381092
USER_0069,460,2026-03-28 15:17:32.381101
USER_0069,396,2026-05-22 15:17:32.381114
USER_0069,34,2026-05-05 15:17:32.381123
USER_0069,81,2026-06-14 15:17:32.381134
USER_0070,302,2026-04-12 15:17:32.381146
USER_0070,449,2026-05-26 15:17:32.381156
USER_0070,311,2026-06-10 15:17:32.381165
USER_0071,118,2026-06-15 15:17:32.381183
USER_0071,373,2026-05-18 15:17:32.381193
USER_0072,223,2026-06-02 15:17:32.381206
USER_0073,340,2026-06-09 15:17:32.381220
USER_0074,216,2026-04-18 15:17:32.381233
USER_0074,314,2026-03-26 15:17:32.381242
USER_0074,176,2026-05-24 15:17:32.381250
USER_0074,416,2026-04-04 15:17:32.381259
USER_0074,404,2026-06-19 15:17:32.381269
USER_0074,5,2026-04-26 15:17:32.381278
USER_0074,196,2026-03-31 15:17:32.381287
USER_0074,357,2026-06-15 15:17:32.381296
USER_0074,436,2026-06-17 15:17:32.381306
USER_0074,484,2026-05-28 15:17:32.381315
USER_0075,201,2026-05-14 15:17:32.381328
USER_0075,82,2026-04-07 15:17:32.381337
USER_0075,84,2026-06-03 15:17:32.381346
USER_0075,456,2026-04-03 15:17:32.381357
USER_0075,50,2026-06-19 15:17:32.381371
USER_0076,448,2026-04-19 15:17:32.381384
USER_0076,33,2026-05-19 15:17:32.381393
USER_0076,38,2026-04-09 15:17:32.381402
USER_0076,249,2026-05-25 15:17:32.381413
USER_0077,117,2026-04-27 15:17:32.381426
USER_0077,378,2026-06-17 15:17:32.381435
USER_0078,448,2026-06-08 15:17:32.381448
USER_0078,235,2026-04-27 15:17:32.381457
USER_0079,400,2026-04-24 15:17:32.381470
USER_0079,406,2026-05-04 15:17:32.381479
USER_0079,228,2026-04-02 15:17:32.381488
USER_0079,397,2026-03-27 15:17:32.381497
USER_0079,74,2026-04-15 15:17:32.381508
USER_0080,191,2026-05-13 15:17:32.381521
USER_0080,305,2026-05-13 15:17:32.381530
USER_0080,285,2026-03-30 15:17:32.381539
USER_0081,481,2026-04-18 15:17:32.381552
USER_0081,248,2026-04-29 15:17:32.381563
USER_0081,480,2026-05-13 15:17:32.381572
USER_0082,29,2026-04-02 15:17:32.381586
USER_0082,80,2026-04-30 15:17:32.381595
USER_0082,284,2026-06-15 15:17:32.381604
USER_0082,137,2026-06-16 15:17:32.381615
USER_0082,400,2026-04-25 15:17:32.381624
USER_0082,272,2026-04-07 15:17:32.381633
USER_0082,471,2026-03-28 15:17:32.381642
USER_0082,33,2026-04-12 15:17:32.381651
USER_0083,449,2026-04-28 15:17:32.381663
USER_0083,125,2026-04-04 15:17:32.381674
USER_0083,239,2026-05-08 15:17:32.381685
USER_0083,370,2026-04-06 15:17:32.381694
USER_0083,182,2026-05-28 15:17:32.381703
USER_0083,94,2026-04-01 15:17:32.381712
USER_0084,7,2026-06-04 15:17:32.381725
USER_0084,359,2026-06-16 15:17:32.381734
USER_0084,183,2026-06-16 15:17:32.381743
USER_0084,194,2026-05-26 15:17:32.381752
USER_0084,154,2026-04-14 15:17:32.381761
USER_0084,433,2026-05-19 15:17:32.381770
USER_0085,402,2026-04-30 15:17:32.381783
USER_0085,4,2026-05-30 15:17:32.381792
USER_0085,91,2026-03-30 15:17:32.381801
USER_0085,316,2026-05-09 15:17:32.381810
USER_0085,404,2026-05-29 15:17:32.381819
USER_0085,0,2026-04-11 15:17:32.381828
USER_0085,232,2026-06-15 15:17:32.381837
USER_0085,345,2026-06-08 15:17:32.381846
USER_0085,33,2026-05-05 15:17:32.381855
USER_0085,77,2026-05-02 15:17:32.381864
USER_0086,410,2026-05-06 15:17:32.381877
USER_0086,281,2026-04-08 15:17:32.381886
USER_0086,120,2026-05-04 15:17:32.381897
USER_0086,238,2026-03-26 15:17:32.381906
USER_0086,349,2026-04-25 15:17:32.381916
USER_0086,47,2026-04-18 15:17:32.381925
USER_0086,336,2026-04-20 15:17:32.381934
USER_0086,291,2026-05-25 15:17:32.381943
USER_0086,7,2026-06-19 15:17:32.381952
USER_0086,206,2026-04-29 15:17:32.381961
USER_0087,13,2026-03-26 15:17:32.381974
USER_0087,27,2026-03-22 15:17:32.381984
USER_0087,77,2026-03-25 15:17:32.381993
USER_0087,385,2026-03-24 15:17:32.382002
USER_0087,13,2026-05-25 15:17:32.382011
USER_0087,311,2026-04-22 15:17:32.382020
USER_0087,2,2026-06-13 15:17:32.382029
USER_0087,237,2026-05-28 15:17:32.382040
USER_0088,226,2026-05-13 15:17:32.382055
USER_0088,191,2026-06-05 15:17:32.382065
USER_0089,201,2026-05-23 15:17:32.382078
USER_0089,440,2026-05-12 15:17:32.382087
USER_0089,230,2026-06-03 15:17:32.382095
USER_0089,473,2026-03-26 15:17:32.382104
USER_0089,24,2026-05-07 15:17:32.382115
USER_0089,12,2026-06-03 15:17:32.382124
USER_0089,24,2026-03-28 15:17:32.382133
USER_0089,393,2026-04-13 15:17:32.382142
USER_0089,232,2026-04-14 15:17:32.382151
USER_0090,33,2026-03-26 15:17:32.382164
USER_0090,423,2026-06-12 15:17:32.382173
USER_0091,41,2026-03-29 15:17:32.382186
USER_0092,179,2026-06-14 15:17:32.382199
USER_0092,319,2026-05-25 15:17:32.382208
USER_0092,439,2026-04-22 15:17:32.382217
USER_0092,364,2026-04-22 15:17:32.382226
USER_0092,228,2026-04-11 15:17:32.382235
USER_0092,436,2026-05-18 15:17:32.382244
USER_0092,276,2026-05-29 15:17:32.382253
USER_0092,69,2026-04-11 15:17:32.382263
USER_0092,349,2026-06-16 15:17:32.382272
USER_0093,136,2026-04-26 15:17:32.382285
USER_0093,242,2026-06-17 15:17:32.382294
USER_0093,39,2026-05-20 15:17:32.382303
USER_0093,407,2026-05-15 15:17:32.382312
USER_0093,321,2026-06-14 15:17:32.382322
USER_0093,219,2026-03-28 15:17:32.382331
USER_0093,3,2026-04-06 15:17:32.382339
USER_0093,133,2026-04-02 15:17:32.382351
USER_0094,61,2026-04-30 15:17:32.382366
USER_0094,193,2026-04-24 15:17:32.382375
USER_0094,202,2026-04-02 15:17:32.382383
USER_0094,25,2026-06-12 15:17:32.382392
USER_0094,172,2026-04-30 15:17:32.382401
USER_0094,132,2026-05-07 15:17:32.382410
USER_0095,117,2026-05-25 15:17:32.382423
USER_0095,274,2026-04-13 15:17:32.382432
USER_0095,224,2026-03-28 15:17:32.382441
USER_0095,112,2026-05-31 15:17:32.382450
USER_0095,46,2026-06-08 15:17:32.382459
USER_0095,89,2026-06-19 15:17:32.382468
USER_0096,381,2026-05-14 15:17:32.382480
USER_0096,355,2026-06-09 15:17:32.382489
USER_0096,490,2026-04-04 15:17:32.382498
USER_0096,160,2026-06-17 15:17:32.382507
USER_0096,177,2026-06-14 15:17:32.382517
USER_0096,260,2026-06-10 15:17:32.382528
USER_0097,171,2026-06-10 15:17:32.382541
USER_0097,12,2026-06-18 15:17:32.382550
USER_0097,129,2026-05-11 15:17:32.382560
USER_0097,320,2026-03-28 15:17:32.382569
USER_0097,100,2026-04-18 15:17:32.382578
USER_0097,272,2026-04-08 15:17:32.382587
USER_0097,458,2026-06-11 15:17:32.382595
USER_0098,418,2026-05-13 15:17:32.382609
USER_0098,68,2026-05-02 15:17:32.382620
USER_0098,443,2026-04-19 15:17:32.382629
USER_0098,333,2026-05-01 15:17:32.382638
USER_0098,136,2026-04-06 15:17:32.382647
USER_0098,75,2026-05-17 15:17:32.382656
USER_0098,0,2026-05-16 15:17:32.382665
USER_0098,319,2026-05-11 15:17:32.382674
USER_0099,319,2026-04-21 15:17:32.382688
USER_0099,266,2026-04-09 15:17:32.382697
USER_0099,315,2026-06-06 15:17:32.382706
USER_0099,290,2026-05-21 15:17:32.382715
USER_0099,164,2026-03-27 15:17:32.382724
USER_0099,338,2026-06-15 15:17:32.382733
USER_0100,131,2026-04-19 15:17:32.382749
USER_0100,236,2026-03-23 15:17:32.382758
USER_0100,88,2026-05-09 15:17:32.382767
USER_0100,295,2026-06-02 15:17:32.382777
USER_0100,294,2026-04-09 15:17:32.382786
USER_0100,287,2026-06-06 15:17:32.382795
USER_0100,124,2026-04-30 15:17:32.382804
USER_0100,352,2026-05-13 15:17:32.382814
USER_0100,62,2026-05-28 15:17:32.382823
USER_0100,480,2026-06-05 15:17:32.382832
USER_0101,224,2026-06-03 15:17:32.382844
USER_0101,461,2026-04-15 15:17:32.382853
USER_0101,103,2026-04-28 15:17:32.382862
USER_0101,38,2026-04-30 15:17:32.382871
USER_0101,197,2026-04-30 15:17:32.382880
USER_0101,66,2026-06-14 15:17:32.382889
USER_0101,178,2026-06-13 15:17:32.382898
USER_0101,41,2026-04-09 15:17:32.382907
USER_0101,499,2026-04-17 15:17:32.382916
USER_0102,419,2026-05-24 15:17:32.382929
USER_0103,96,2026-04-24 15:17:32.382942
USER_0103,438,2026-05-24 15:17:32.382951
USER_0103,253,2026-05-18 15:17:32.382960
USER_0103,85,2026-04-13 15:17:32.382969
USER_0103,9,2026-04-15 15:17:32.382978
USER_0103,122,2026-06-15 15:17:32.382987
USER_0104,396,2026-05-13 15:17:32.383000
USER_0104,302,2026-05-20 15:17:32.383009
USER_0104,435,2026-03-24 15:17:32.383018
USER_0104,14,2026-04-25 15:17:32.383027
USER_0104,135,2026-05-22 15:17:32.383036
USER_0104,156,2026-06-15 15:17:32.383045
USER_0104,323,2026-05-04 15:17:32.383054
USER_0104,172,2026-04-05 15:17:32.383063
USER_0104,410,2026-06-18 15:17:32.383072
USER_0104,291,2026-05-15 15:17:32.383081
USER_0105,282,2026-05-08 15:17:32.383094
USER_0105,147,2026-04-12 15:17:32.383103
USER_0105,253,2026-06-09 15:17:32.383112
USER_0105,359,2026-04-07 15:17:32.383121
USER_0105,133,2026-05-13 15:17:32.383130
USER_0105,22,2026-04-09 15:17:32.383139
USER_0105,345,2026-05-04 15:17:32.383148
USER_0105,362,2026-05-05 15:17:32.383157
USER_0105,217,2026-06-08 15:17:32.383166
USER_0105,103,2026-06-07 15:17:32.383177
USER_0106,480,2026-03-23 15:17:32.383190
USER_0106,170,2026-04-21 15:17:32.383199
USER_0107,132,2026-04-13 15:17:32.383212
USER_0107,327,2026-05-14 15:17:32.383221
USER_0107,377,2026-05-20 15:17:32.383230
USER_0107,50,2026-06-11 15:17:32.383239
USER_0108,213,2026-05-10 15:17:32.383252
USER_0108,406,2026-06-09 15:17:32.383261
USER_0108,301,2026-06-19 15:17:32.383270
USER_0108,345,2026-05-30 15:17:32.383280
USER_0108,181,2026-05-15 15:17:32.383289
USER_0108,312,2026-03-25 15:17:32.383298
USER_0108,318,2026-06-19 15:17:32.383313
USER_0108,54,2026-04-27 15:17:32.383324
USER_0109,398,2026-05-11 15:17:32.383337
